booking_id,check_in_date,check_out_date,ADR,room_type,occupancy_rate,advance_booking_days,length_of_stay,guest_id
13770,2022-06-23,2022-06-25,351.25,Executive Suite,0.87,14,2,G56539
13771,2022-06-23,2022-06-25,607.8,Presidential Suite,0.69,14,2,G97734
13772,2022-06-23,2022-06-24,239.0,Standard King,0.89,7,1,G37312
13773,2022-06-23,2022-06-26,185.47,Standard Double,0.74,3,3,G96755
13774,2022-06-23,2022-06-30,270.7,Deluxe Queen,0.69,3,7,G21858
13775,2022-06-23,2022-06-26,376.68,Executive Suite,0.74,1,3,G43330
13776,2022-06-23,2022-06-25,579.9,Presidential Suite,0.89,3,2,G37171
13777,2022-06-23,2022-06-25,256.67,Deluxe Queen,0.71,7,2,G33158
13778,2022-06-23,2022-06-25,193.82,Standard Double,0.72,3,2,G20791
13779,2022-06-23,2022-06-28,353.21,Executive Suite,0.68,30,5,G18341
13780,2022-06-23,2022-06-24,342.62,Executive Suite,0.69,1,1,G77321
13781,2022-06-23,2022-06-25,196.18,Standard Double,0.89,7,2,G22960
13782,2022-06-23,2022-06-24,244.01,Standard King,0.77,3,1,G17677
13783,2022-06-23,2022-06-25,580.21,Presidential Suite,0.85,14,2,G47722
13784,2022-06-23,2022-06-24,209.44,Standard Double,0.86,21,1,G80256
13785,2022-06-23,2022-06-25,354.04,Executive Suite,0.7,3,2,G13758
13786,2022-06-23,2022-06-27,229.49,Standard King,0.88,3,4,G13875
13787,2022-06-23,2022-06-25,599.04,Presidential Suite,0.7,14,2,G83115
13788,2022-06-23,2022-06-25,229.12,Standard King,0.84,1,2,G64458
13789,2022-06-23,2022-06-24,359.92,Executive Suite,0.73,1,1,G61662
13790,2022-06-23,2022-06-26,223.62,Standard King,0.68,30,3,G26777
13791,2022-06-23,2022-06-28,239.7,Standard King,0.8,3,5,G15192
13792,2022-06-24,2022-06-29,241.51,Standard King,0.87,7,5,G73992
13793,2022-06-24,2022-06-25,269.69,Deluxe Queen,0.76,7,1,G19459
13794,2022-06-24,2022-06-26,250.99,Deluxe Queen,0.68,21,2,G48504
13795,2022-06-24,2022-06-25,204.67,Standard Double,0.74,14,1,G70020
13796,2022-06-24,2022-06-28,279.06,Deluxe Queen,0.73,3,4,G59400
13797,2022-06-24,2022-06-26,184.4,Standard Double,0.68,7,2,G38597
13798,2022-06-24,2022-06-27,202.7,Standard Double,0.88,3,3,G59989
13799,2022-06-24,2022-06-26,595.35,Presidential Suite,0.81,14,2,G73696
13800,2022-06-24,2022-06-28,357.53,Executive Suite,0.72,21,4,G15895
13801,2022-06-24,2022-06-28,188.65,Standard Double,0.85,14,4,G52385
13802,2022-06-24,2022-06-27,218.91,Standard Double,0.67,3,3,G37300
13803,2022-06-24,2022-06-28,276.18,Deluxe Queen,0.79,3,4,G73060
13804,2022-06-24,2022-06-28,219.72,Standard King,0.65,3,4,G71449
13805,2022-06-24,2022-06-25,250.77,Standard King,0.72,30,1,G20969
13806,2022-06-24,2022-06-25,272.47,Deluxe Queen,0.69,21,1,G22162
13807,2022-06-24,2022-06-27,190.43,Standard Double,0.78,7,3,G87286
13808,2022-06-24,2022-06-25,253.55,Deluxe Queen,0.72,14,1,G86436
13809,2022-06-24,2022-06-26,256.42,Deluxe Queen,0.76,14,2,G77349
13810,2022-06-25,2022-06-28,246.93,Standard Double,0.66,7,3,G80243
13811,2022-06-25,2022-06-26,452.6,Executive Suite,0.67,3,1,G22071
13812,2022-06-25,2022-06-27,229.01,Standard Double,0.69,7,2,G23616
13813,2022-06-25,2022-06-27,238.44,Standard Double,0.67,7,2,G90627
13814,2022-06-25,2022-06-27,439.23,Executive Suite,0.73,3,2,G69525
13815,2022-06-25,2022-06-27,235.26,Standard Double,0.69,21,2,G66074
13816,2022-06-25,2022-06-26,713.26,Presidential Suite,0.67,21,1,G44508
13817,2022-06-25,2022-06-26,286.27,Standard King,0.66,3,1,G35590
13818,2022-06-25,2022-06-27,226.4,Standard Double,0.89,21,2,G53927
13819,2022-06-25,2022-06-29,246.01,Standard Double,0.72,1,4,G22527
13820,2022-06-25,2022-06-26,230.57,Standard Double,0.77,3,1,G23513
13821,2022-06-25,2022-06-27,300.02,Deluxe Queen,0.69,7,2,G22510
13822,2022-06-25,2022-06-26,430.98,Executive Suite,0.78,21,1,G26872
13823,2022-06-25,2022-06-26,292.12,Standard King,0.73,1,1,G86953
13824,2022-06-25,2022-06-26,265.37,Standard King,0.68,3,1,G13608
13825,2022-06-25,2022-06-28,257.44,Standard Double,0.86,14,3,G24925
13826,2022-06-25,2022-06-27,268.24,Standard King,0.68,3,2,G39861
13827,2022-06-25,2022-06-27,272.54,Standard King,0.68,60,2,G38138
13828,2022-06-25,2022-06-27,267.73,Standard King,0.86,3,2,G99033
13829,2022-06-25,2022-06-26,310.33,Deluxe Queen,0.75,1,1,G49052
13830,2022-06-25,2022-06-28,704.71,Presidential Suite,0.8,1,3,G66367
13831,2022-06-25,2022-06-26,421.73,Executive Suite,0.85,1,1,G56741
13832,2022-06-25,2022-06-27,275.49,Standard King,0.81,14,2,G41785
13833,2022-06-25,2022-06-27,323.47,Deluxe Queen,0.69,7,2,G71852
13834,2022-06-25,2022-06-28,272.25,Standard King,0.82,1,3,G60285
13835,2022-06-25,2022-06-27,428.84,Executive Suite,0.72,21,2,G61129
13836,2022-06-25,2022-06-26,272.79,Standard King,0.67,7,1,G64598
13837,2022-06-25,2022-06-26,426.01,Executive Suite,0.74,14,1,G42664
13838,2022-06-25,2022-06-27,447.96,Executive Suite,0.87,1,2,G45493
13839,2022-06-25,2022-06-27,431.37,Executive Suite,0.7,3,2,G86095
13840,2022-06-25,2022-06-27,419.09,Executive Suite,0.79,14,2,G54444
13841,2022-06-25,2022-06-26,264.16,Standard King,0.84,30,1,G60889
13842,2022-06-25,2022-06-26,450.95,Executive Suite,0.77,1,1,G30532
13843,2022-06-25,2022-06-27,448.54,Executive Suite,0.7,3,2,G91958
13844,2022-06-25,2022-06-27,724.25,Presidential Suite,0.81,3,2,G63847
13845,2022-06-26,2022-06-27,716.96,Presidential Suite,0.75,7,1,G23273
13846,2022-06-26,2022-06-27,443.23,Executive Suite,0.8,7,1,G40980
13847,2022-06-26,2022-06-30,711.34,Presidential Suite,0.81,7,4,G64431
13848,2022-06-26,2022-06-27,233.18,Standard Double,0.67,30,1,G61596
13849,2022-06-26,2022-06-28,713.23,Presidential Suite,0.71,1,2,G75156
13850,2022-06-26,2022-06-28,276.96,Standard King,0.69,7,2,G10533
13851,2022-06-26,2022-06-28,229.95,Standard Double,0.89,21,2,G12503
13852,2022-06-26,2022-06-28,722.85,Presidential Suite,0.7,3,2,G27277
13853,2022-06-26,2022-06-28,258.16,Standard Double,0.84,1,2,G67936
13854,2022-06-26,2022-06-28,421.36,Executive Suite,0.84,21,2,G92946
13855,2022-06-26,2022-06-29,273.54,Standard King,0.75,3,3,G35068
13856,2022-06-26,2022-06-27,691.36,Presidential Suite,0.87,30,1,G87153
13857,2022-06-26,2022-06-28,297.45,Deluxe Queen,0.78,7,2,G97155
13858,2022-06-26,2022-06-27,258.74,Standard Double,0.83,7,1,G60235
13859,2022-06-26,2022-06-27,319.69,Deluxe Queen,0.9,3,1,G13352
13860,2022-06-26,2022-06-28,441.28,Executive Suite,0.71,3,2,G24540
13861,2022-06-26,2022-06-28,223.2,Standard Double,0.85,1,2,G84870
13862,2022-06-26,2022-06-29,223.54,Standard Double,0.8,3,3,G86690
13863,2022-06-26,2022-06-27,249.46,Standard Double,0.72,3,1,G45638
13864,2022-06-26,2022-06-28,277.05,Standard King,0.81,21,2,G36885
13865,2022-06-26,2022-06-27,318.34,Deluxe Queen,0.79,1,1,G44773
13866,2022-06-26,2022-07-01,248.13,Standard Double,0.77,21,5,G38378
13867,2022-06-26,2022-06-27,221.96,Standard Double,0.68,7,1,G11366
13868,2022-06-26,2022-06-29,320.13,Deluxe Queen,0.67,14,3,G13265
13869,2022-06-26,2022-06-28,252.94,Standard Double,0.87,30,2,G15066
13870,2022-06-26,2022-06-29,279.19,Standard King,0.75,3,3,G25606
13871,2022-06-26,2022-07-03,450.64,Executive Suite,0.67,14,7,G91375
13872,2022-06-26,2022-06-27,688.58,Presidential Suite,0.86,1,1,G36289
13873,2022-06-26,2022-06-29,317.08,Deluxe Queen,0.79,3,3,G30438
13874,2022-06-26,2022-06-27,227.38,Standard Double,0.82,3,1,G84117
13875,2022-06-26,2022-07-01,238.43,Standard Double,0.7,7,5,G81243
13876,2022-06-26,2022-06-28,416.35,Executive Suite,0.86,7,2,G21325
13877,2022-06-26,2022-06-30,418.64,Executive Suite,0.67,14,4,G99370
13878,2022-06-26,2022-06-29,334.05,Deluxe Queen,0.73,90,3,G70808
13879,2022-06-26,2022-07-01,225.46,Standard Double,0.81,7,5,G47922
13880,2022-06-26,2022-06-29,223.77,Standard Double,0.81,7,3,G51564
13881,2022-06-26,2022-07-01,294.35,Standard King,0.88,1,5,G37934
13882,2022-06-26,2022-06-28,433.06,Executive Suite,0.72,7,2,G66190
13883,2022-06-26,2022-06-27,282.21,Standard King,0.67,14,1,G93512
13884,2022-06-27,2022-06-28,269.59,Deluxe Queen,0.68,90,1,G85706
13885,2022-06-27,2022-06-29,251.77,Deluxe Queen,0.72,1,2,G16276
13886,2022-06-27,2022-06-28,208.4,Standard Double,0.73,3,1,G63865
13887,2022-06-27,2022-07-02,596.54,Presidential Suite,0.67,1,5,G81810
13888,2022-06-27,2022-06-29,277.57,Deluxe Queen,0.69,90,2,G95981
13889,2022-06-27,2022-07-01,372.08,Executive Suite,0.81,1,4,G47092
13890,2022-06-27,2022-06-28,371.33,Executive Suite,0.8,14,1,G88277
13891,2022-06-27,2022-06-29,581.04,Presidential Suite,0.76,30,2,G89234
13892,2022-06-27,2022-07-04,265.27,Deluxe Queen,0.9,7,7,G14014
13893,2022-06-27,2022-07-04,249.24,Deluxe Queen,0.74,14,7,G69168
13894,2022-06-27,2022-07-01,282.56,Deluxe Queen,0.74,3,4,G76173
13895,2022-06-27,2022-07-01,280.46,Deluxe Queen,0.81,1,4,G21327
13896,2022-06-27,2022-06-29,348.74,Executive Suite,0.74,14,2,G58097
13897,2022-06-27,2022-07-01,190.36,Standard Double,0.82,7,4,G20879
13898,2022-06-27,2022-06-29,279.36,Deluxe Queen,0.86,3,2,G10667
13899,2022-06-27,2022-07-02,362.87,Executive Suite,0.7,3,5,G15311
13900,2022-06-27,2022-06-30,587.8,Presidential Suite,0.65,21,3,G93646
13901,2022-06-27,2022-06-29,358.87,Executive Suite,0.9,14,2,G23145
13902,2022-06-27,2022-06-28,347.92,Executive Suite,0.69,7,1,G75732
13903,2022-06-27,2022-07-01,184.87,Standard Double,0.69,14,4,G28720
13904,2022-06-27,2022-06-28,575.92,Presidential Suite,0.65,1,1,G46401
13905,2022-06-27,2022-06-28,355.57,Executive Suite,0.9,1,1,G87470
13906,2022-06-27,2022-06-28,581.89,Presidential Suite,0.83,1,1,G82645
13907,2022-06-27,2022-06-30,263.09,Deluxe Queen,0.87,3,3,G23340
13908,2022-06-28,2022-06-29,226.38,Standard King,0.84,21,1,G35459
13909,2022-06-28,2022-07-03,283.69,Deluxe Queen,0.69,30,5,G94296
13910,2022-06-28,2022-07-02,593.68,Presidential Suite,0.88,1,4,G47914
13911,2022-06-28,2022-07-03,205.58,Standard Double,0.77,3,5,G15365
13912,2022-06-28,2022-06-30,600.37,Presidential Suite,0.88,1,2,G12253
13913,2022-06-28,2022-06-30,180.95,Standard Double,0.88,7,2,G53178
13914,2022-06-28,2022-06-30,224.55,Standard King,0.68,21,2,G76917
13915,2022-06-28,2022-06-29,217.19,Standard Double,0.75,7,1,G69524
13916,2022-06-28,2022-06-30,274.31,Deluxe Queen,0.69,7,2,G94090
13917,2022-06-28,2022-07-02,596.97,Presidential Suite,0.75,3,4,G55135
13918,2022-06-28,2022-06-30,381.75,Executive Suite,0.66,14,2,G39798
13919,2022-06-28,2022-07-01,364.83,Executive Suite,0.67,14,3,G96593
13920,2022-06-28,2022-07-01,599.02,Presidential Suite,0.88,3,3,G41398
13921,2022-06-28,2022-06-29,366.35,Executive Suite,0.79,21,1,G55151
13922,2022-06-28,2022-06-30,373.87,Executive Suite,0.84,3,2,G81399
13923,2022-06-28,2022-07-02,252.46,Deluxe Queen,0.75,1,4,G66351
13924,2022-06-28,2022-06-30,595.51,Presidential Suite,0.69,3,2,G89657
13925,2022-06-28,2022-06-30,587.17,Presidential Suite,0.75,14,2,G65099
13926,2022-06-29,2022-07-02,221.84,Standard King,0.87,3,3,G20878
13927,2022-06-29,2022-07-01,355.23,Executive Suite,0.71,1,2,G97016
13928,2022-06-29,2022-07-01,572.76,Presidential Suite,0.69,7,2,G38829
13929,2022-06-29,2022-06-30,200.48,Standard Double,0.8,14,1,G31067
13930,2022-06-29,2022-06-30,603.96,Presidential Suite,0.84,3,1,G75391
13931,2022-06-29,2022-07-03,225.42,Standard King,0.72,1,4,G34141
13932,2022-06-29,2022-07-03,242.26,Standard King,0.73,1,4,G10624
13933,2022-06-29,2022-07-01,190.96,Standard Double,0.68,1,2,G53384
13934,2022-06-29,2022-07-03,254.86,Deluxe Queen,0.73,7,4,G54307
13935,2022-06-29,2022-07-02,263.34,Deluxe Queen,0.66,7,3,G32821
13936,2022-06-29,2022-07-01,365.02,Executive Suite,0.69,1,2,G69267
13937,2022-06-29,2022-07-02,189.57,Standard Double,0.69,3,3,G54294
13938,2022-06-29,2022-06-30,581.64,Presidential Suite,0.67,3,1,G93890
13939,2022-06-29,2022-06-30,606.86,Presidential Suite,0.66,3,1,G12654
13940,2022-06-29,2022-07-01,236.7,Standard King,0.82,30,2,G88655
13941,2022-06-29,2022-06-30,197.7,Standard Double,0.69,3,1,G28197
13942,2022-06-29,2022-06-30,213.56,Standard King,0.88,7,1,G33177
13943,2022-06-29,2022-06-30,194.37,Standard Double,0.75,1,1,G89183
13944,2022-06-29,2022-07-06,231.49,Standard King,0.71,1,7,G26541
13945,2022-06-29,2022-07-04,275.06,Deluxe Queen,0.71,1,5,G30564
13946,2022-06-29,2022-07-01,571.81,Presidential Suite,0.74,30,2,G34241
13947,2022-06-29,2022-06-30,214.3,Standard King,0.68,7,1,G41373
13948,2022-06-29,2022-07-01,220.97,Standard King,0.77,7,2,G89128
13949,2022-06-29,2022-07-01,180.08,Standard Double,0.8,1,2,G54773
13950,2022-06-30,2022-07-01,195.07,Standard Double,0.83,3,1,G98737
13951,2022-06-30,2022-07-01,273.0,Deluxe Queen,0.74,14,1,G88604
13952,2022-06-30,2022-07-02,245.1,Deluxe Queen,0.85,90,2,G28694
13953,2022-06-30,2022-07-03,212.52,Standard King,0.85,3,3,G38468
13954,2022-06-30,2022-07-01,242.22,Standard King,0.81,3,1,G71010
13955,2022-06-30,2022-07-01,600.74,Presidential Suite,0.76,3,1,G47740
13956,2022-06-30,2022-07-03,230.26,Standard King,0.72,1,3,G56234
13957,2022-06-30,2022-07-02,239.61,Standard King,0.67,1,2,G69160
13958,2022-06-30,2022-07-02,359.62,Executive Suite,0.66,3,2,G33172
13959,2022-06-30,2022-07-03,368.42,Executive Suite,0.66,1,3,G85431
13960,2022-06-30,2022-07-03,234.65,Standard King,0.77,7,3,G17201
13961,2022-06-30,2022-07-03,368.99,Executive Suite,0.69,7,3,G42231
13962,2022-06-30,2022-07-02,207.01,Standard Double,0.82,7,2,G67907
13963,2022-06-30,2022-07-03,195.46,Standard Double,0.7,7,3,G42253
13964,2022-06-30,2022-07-02,218.55,Standard King,0.74,1,2,G30357
13965,2022-06-30,2022-07-02,214.76,Standard Double,0.83,7,2,G94819
13966,2022-06-30,2022-07-01,584.71,Presidential Suite,0.67,7,1,G29952
13967,2022-06-30,2022-07-01,582.46,Presidential Suite,0.84,1,1,G69448
13968,2022-06-30,2022-07-01,275.92,Deluxe Queen,0.79,14,1,G29464
13969,2022-06-30,2022-07-01,240.62,Standard King,0.76,1,1,G88569
13970,2022-06-30,2022-07-02,604.06,Presidential Suite,0.89,3,2,G80172
13971,2022-06-30,2022-07-02,249.13,Deluxe Queen,0.82,3,2,G64097
13972,2022-06-30,2022-07-04,267.8,Deluxe Queen,0.7,3,4,G78654
13973,2022-07-01,2022-07-04,183.77,Standard Double,0.66,14,3,G60834
13974,2022-07-01,2022-07-03,251.55,Deluxe Queen,0.76,3,2,G38878
13975,2022-07-01,2022-07-02,247.54,Deluxe Queen,0.72,1,1,G55275
13976,2022-07-01,2022-07-05,250.99,Standard King,0.86,7,4,G98164
13977,2022-07-01,2022-07-04,355.06,Executive Suite,0.89,7,3,G44102
13978,2022-07-01,2022-07-02,587.65,Presidential Suite,0.69,3,1,G85727
13979,2022-07-01,2022-07-04,273.33,Deluxe Queen,0.75,1,3,G28099
13980,2022-07-01,2022-07-03,245.23,Deluxe Queen,0.79,1,2,G52859
13981,2022-07-01,2022-07-03,363.85,Executive Suite,0.85,1,2,G17108
13982,2022-07-01,2022-07-04,373.14,Executive Suite,0.83,21,3,G33504
13983,2022-07-01,2022-07-04,607.79,Presidential Suite,0.8,14,3,G86586
13984,2022-07-01,2022-07-05,222.8,Standard King,0.67,21,4,G85435
13985,2022-07-01,2022-07-05,192.05,Standard Double,0.88,14,4,G34385
13986,2022-07-01,2022-07-02,244.0,Standard King,0.79,7,1,G97573
13987,2022-07-01,2022-07-03,191.47,Standard Double,0.79,7,2,G27949
13988,2022-07-01,2022-07-03,249.65,Deluxe Queen,0.66,14,2,G13175
13989,2022-07-01,2022-07-03,221.71,Standard King,0.72,1,2,G82810
13990,2022-07-01,2022-07-02,243.47,Standard King,0.87,7,1,G17353
13991,2022-07-01,2022-07-02,597.95,Presidential Suite,0.88,1,1,G73994
13992,2022-07-02,2022-07-03,414.47,Executive Suite,0.82,7,1,G78186
13993,2022-07-02,2022-07-03,422.02,Executive Suite,0.87,90,1,G29863
13994,2022-07-02,2022-07-05,251.87,Standard Double,0.83,21,3,G77894
13995,2022-07-02,2022-07-03,317.14,Deluxe Queen,0.71,3,1,G81190
13996,2022-07-02,2022-07-05,266.18,Standard King,0.76,3,3,G85531
13997,2022-07-02,2022-07-05,414.92,Executive Suite,0.89,1,3,G80812
13998,2022-07-02,2022-07-05,703.22,Presidential Suite,0.82,7,3,G59963
13999,2022-07-02,2022-07-04,253.07,Standard Double,0.88,3,2,G66998
14000,2022-07-02,2022-07-04,692.32,Presidential Suite,0.75,3,2,G84482
14001,2022-07-02,2022-07-03,223.55,Standard Double,0.74,3,1,G22265
14002,2022-07-02,2022-07-04,724.22,Presidential Suite,0.89,21,2,G10119
14003,2022-07-02,2022-07-04,223.33,Standard Double,0.77,3,2,G79546
14004,2022-07-02,2022-07-03,240.64,Standard Double,0.83,60,1,G85638
14005,2022-07-02,2022-07-04,230.43,Standard Double,0.67,1,2,G41718
14006,2022-07-02,2022-07-04,232.94,Standard Double,0.67,7,2,G37993
14007,2022-07-02,2022-07-04,304.64,Deluxe Queen,0.78,1,2,G38474
14008,2022-07-02,2022-07-04,426.41,Executive Suite,0.7,7,2,G91849
14009,2022-07-02,2022-07-04,223.12,Standard Double,0.75,30,2,G68638
14010,2022-07-02,2022-07-05,238.48,Standard Double,0.66,7,3,G89717
14011,2022-07-02,2022-07-04,225.19,Standard Double,0.68,30,2,G89470
14012,2022-07-02,2022-07-04,714.76,Presidential Suite,0.83,3,2,G67138
14013,2022-07-02,2022-07-04,223.27,Standard Double,0.9,3,2,G77811
14014,2022-07-02,2022-07-04,418.51,Executive Suite,0.86,7,2,G67480
14015,2022-07-02,2022-07-05,320.17,Deluxe Queen,0.7,3,3,G64240
14016,2022-07-02,2022-07-03,238.06,Standard Double,0.66,3,1,G80295
14017,2022-07-02,2022-07-03,273.0,Standard King,0.67,7,1,G55583
14018,2022-07-02,2022-07-05,427.09,Executive Suite,0.71,7,3,G41380
14019,2022-07-02,2022-07-04,281.14,Standard King,0.69,14,2,G30869
14020,2022-07-02,2022-07-03,430.01,Executive Suite,0.84,7,1,G73173
14021,2022-07-02,2022-07-03,319.38,Deluxe Queen,0.85,3,1,G65747
14022,2022-07-02,2022-07-04,435.92,Executive Suite,0.85,3,2,G36528
14023,2022-07-02,2022-07-04,225.06,Standard Double,0.88,3,2,G70558
14024,2022-07-02,2022-07-04,277.16,Standard King,0.85,7,2,G39095
14025,2022-07-02,2022-07-04,309.67,Deluxe Queen,0.83,21,2,G31575
14026,2022-07-02,2022-07-04,302.03,Deluxe Queen,0.76,30,2,G41267
14027,2022-07-02,2022-07-04,251.15,Standard Double,0.88,1,2,G80145
14028,2022-07-02,2022-07-03,723.95,Presidential Suite,0.65,14,1,G69857
14029,2022-07-02,2022-07-05,280.22,Standard King,0.77,1,3,G72274
14030,2022-07-02,2022-07-05,432.24,Executive Suite,0.68,14,3,G75701
14031,2022-07-02,2022-07-03,302.61,Deluxe Queen,0.81,14,1,G61109
14032,2022-07-02,2022-07-04,258.04,Standard King,0.88,1,2,G29192
14033,2022-07-03,2022-07-06,252.09,Standard Double,0.7,3,3,G98491
14034,2022-07-03,2022-07-07,316.55,Deluxe Queen,0.74,60,4,G96330
14035,2022-07-03,2022-07-05,447.95,Executive Suite,0.77,3,2,G91139
14036,2022-07-03,2022-07-05,451.39,Executive Suite,0.77,7,2,G59309
14037,2022-07-03,2022-07-05,325.39,Deluxe Queen,0.75,14,2,G69671
14038,2022-07-03,2022-07-05,425.84,Executive Suite,0.74,14,2,G40740
14039,2022-07-03,2022-07-04,269.5,Standard King,0.83,1,1,G29967
14040,2022-07-03,2022-07-06,295.45,Standard King,0.9,30,3,G59789
14041,2022-07-03,2022-07-05,304.85,Deluxe Queen,0.82,3,2,G26670
14042,2022-07-03,2022-07-06,242.18,Standard Double,0.81,3,3,G11741
14043,2022-07-03,2022-07-05,414.85,Executive Suite,0.71,7,2,G16562
14044,2022-07-03,2022-07-06,232.38,Standard Double,0.67,7,3,G53090
14045,2022-07-03,2022-07-04,248.81,Standard Double,0.83,1,1,G29843
14046,2022-07-03,2022-07-05,414.36,Executive Suite,0.74,1,2,G84949
14047,2022-07-03,2022-07-06,284.78,Standard King,0.8,30,3,G82916
14048,2022-07-03,2022-07-04,266.83,Standard King,0.7,7,1,G74486
14049,2022-07-03,2022-07-04,243.0,Standard Double,0.77,7,1,G21965
14050,2022-07-03,2022-07-08,312.38,Deluxe Queen,0.88,14,5,G93043
14051,2022-07-03,2022-07-05,448.12,Executive Suite,0.69,3,2,G37219
14052,2022-07-03,2022-07-08,256.7,Standard Double,0.85,14,5,G63433
14053,2022-07-03,2022-07-06,428.59,Executive Suite,0.75,1,3,G53656
14054,2022-07-03,2022-07-05,331.33,Deluxe Queen,0.83,1,2,G97793
14055,2022-07-03,2022-07-04,269.6,Standard King,0.87,1,1,G98513
14056,2022-07-03,2022-07-05,258.83,Standard King,0.73,1,2,G59412
14057,2022-07-03,2022-07-05,231.79,Standard Double,0.73,7,2,G37324
14058,2022-07-03,2022-07-04,277.82,Standard King,0.7,60,1,G17473
14059,2022-07-03,2022-07-05,297.53,Standard King,0.81,3,2,G38451
14060,2022-07-03,2022-07-06,437.93,Executive Suite,0.85,21,3,G21719
14061,2022-07-03,2022-07-04,221.27,Standard Double,0.86,1,1,G87154
14062,2022-07-03,2022-07-05,260.64,Standard King,0.65,1,2,G50595
14063,2022-07-03,2022-07-04,725.69,Presidential Suite,0.89,7,1,G54030
14064,2022-07-04,2022-07-08,267.5,Standard Double,0.85,7,4,G99514
14065,2022-07-04,2022-07-05,278.97,Standard Double,0.98,30,1,G93015
14066,2022-07-04,2022-07-05,495.04,Executive Suite,0.91,14,1,G79964
14067,2022-07-04,2022-07-07,274.57,Standard Double,0.84,1,3,G93255
14068,2022-07-04,2022-07-06,499.15,Executive Suite,0.98,90,2,G49727
14069,2022-07-04,2022-07-11,514.12,Executive Suite,0.98,14,7,G55545
14070,2022-07-04,2022-07-07,301.9,Standard King,0.82,90,3,G55724
14071,2022-07-04,2022-07-06,830.18,Presidential Suite,0.81,14,2,G90330
14072,2022-07-04,2022-07-05,498.24,Executive Suite,0.94,3,1,G28285
14073,2022-07-04,2022-07-11,276.41,Standard Double,0.84,14,7,G65337
14074,2022-07-04,2022-07-11,801.61,Presidential Suite,0.9,14,7,G13772
14075,2022-07-04,2022-07-06,270.32,Standard Double,0.98,7,2,G76727
14076,2022-07-04,2022-07-08,497.5,Executive Suite,0.94,1,4,G38409
14077,2022-07-04,2022-07-06,515.42,Executive Suite,0.98,7,2,G56862
14078,2022-07-04,2022-07-06,257.61,Standard Double,0.98,21,2,G31163
14079,2022-07-04,2022-07-05,515.32,Executive Suite,0.92,1,1,G67013
14080,2022-07-04,2022-07-06,498.94,Executive Suite,0.98,1,2,G35521
14081,2022-07-04,2022-07-05,504.09,Executive Suite,0.98,3,1,G32152
14082,2022-07-04,2022-07-06,320.96,Standard King,0.98,14,2,G89848
14083,2022-07-04,2022-07-06,272.65,Standard Double,0.89,3,2,G80183
14084,2022-07-04,2022-07-06,259.52,Standard Double,0.93,7,2,G66863
14085,2022-07-04,2022-07-07,382.78,Deluxe Queen,0.82,3,3,G34636
14086,2022-07-04,2022-07-07,807.07,Presidential Suite,0.82,1,3,G19494
14087,2022-07-04,2022-07-06,348.79,Deluxe Queen,0.98,21,2,G53209
14088,2022-07-04,2022-07-05,500.41,Executive Suite,0.98,1,1,G87362
14089,2022-07-04,2022-07-06,378.5,Deluxe Queen,0.94,1,2,G20522
14090,2022-07-04,2022-07-06,287.76,Standard Double,0.82,3,2,G95391
14091,2022-07-04,2022-07-05,374.75,Deluxe Queen,0.88,7,1,G87904
14092,2022-07-04,2022-07-06,319.86,Standard King,0.93,21,2,G93814
14093,2022-07-04,2022-07-06,518.05,Executive Suite,0.98,7,2,G87286
14094,2022-07-04,2022-07-05,299.67,Standard King,0.89,21,1,G11729
14095,2022-07-04,2022-07-06,279.85,Standard Double,0.93,7,2,G32402
14096,2022-07-04,2022-07-05,822.47,Presidential Suite,0.96,14,1,G29560
14097,2022-07-04,2022-07-08,305.43,Standard King,0.86,3,4,G25606
14098,2022-07-04,2022-07-05,792.93,Presidential Suite,0.98,1,1,G75336
14099,2022-07-04,2022-07-05,299.74,Standard King,0.85,3,1,G60448
14100,2022-07-05,2022-07-08,222.88,Standard King,0.71,7,3,G93238
14101,2022-07-05,2022-07-07,284.77,Deluxe Queen,0.87,3,2,G22061
14102,2022-07-05,2022-07-10,257.2,Deluxe Queen,0.74,60,5,G63478
14103,2022-07-05,2022-07-08,352.73,Executive Suite,0.77,7,3,G37299
14104,2022-07-05,2022-07-06,270.84,Deluxe Queen,0.71,3,1,G18596
14105,2022-07-05,2022-07-07,260.23,Deluxe Queen,0.78,7,2,G64897
14106,2022-07-05,2022-07-07,282.1,Deluxe Queen,0.87,14,2,G76411
14107,2022-07-05,2022-07-07,243.96,Standard King,0.82,21,2,G56291
14108,2022-07-05,2022-07-07,607.79,Presidential Suite,0.86,21,2,G38289
14109,2022-07-05,2022-07-08,381.65,Executive Suite,0.71,7,3,G13840
14110,2022-07-05,2022-07-07,361.41,Executive Suite,0.78,1,2,G89816
14111,2022-07-05,2022-07-08,254.75,Deluxe Queen,0.84,14,3,G89964
14112,2022-07-05,2022-07-08,578.74,Presidential Suite,0.71,3,3,G66442
14113,2022-07-05,2022-07-09,597.62,Presidential Suite,0.66,1,4,G50055
14114,2022-07-05,2022-07-07,276.99,Deluxe Queen,0.8,14,2,G79731
14115,2022-07-05,2022-07-06,261.04,Deluxe Queen,0.66,21,1,G35830
14116,2022-07-05,2022-07-12,251.89,Deluxe Queen,0.7,7,7,G15987
14117,2022-07-05,2022-07-09,360.37,Executive Suite,0.69,7,4,G87370
14118,2022-07-05,2022-07-08,255.79,Deluxe Queen,0.81,3,3,G99866
