Date of booking,Room type,Daily room rate,Occupancy status,Season,Special event indicator,Revenue generated,Guest satisfaction rating,Cancellation status
25-04-2022,Standard,301.21,Available,Peak,0,11351.77,4,Completed
25-04-2022,Standard,310.75,Available,Peak,0,17915.25,5,Cancelled
25-04-2022,Deluxe,261.31,Available,Peak,0,14813.59,3,Completed
25-04-2022,Deluxe,230.6,Occupied,Peak,0,3259.99,5,Completed
25-04-2022,Deluxe,168.34,Available,Off-Peak,1,17309.99,3,Completed
25-04-2022,Standard,247.86,Occupied,Peak,0,15583.25,2,Completed
25-04-2022,Suite,335.49,Occupied,Peak,1,20782.09,2,Completed
25-04-2022,Deluxe,247.28,Occupied,Off-Peak,0,11249.53,1,Completed
25-04-2022,Standard,282.16,Occupied,Peak,0,7471.45,2,Completed
25-04-2022,Deluxe,334.98,Available,Off-Peak,0,15843.4,5,Cancelled
25-04-2022,Standard,339.05,Occupied,Off-Peak,0,16900.89,4,Completed
25-04-2022,Standard,219.04,Occupied,Off-Peak,0,15469.16,4,Completed
25-04-2022,Suite,374.78,Occupied,Off-Peak,0,15103.54,4,Completed
25-04-2022,Standard,384.55,Occupied,Peak,0,9656.37,3,Completed
25-04-2022,Standard,215.26,Occupied,Peak,0,14305.41,2,Completed
25-04-2022,Suite,238.21,Occupied,Off-Peak,0,13257.97,5,Completed
25-04-2022,Deluxe,389.33,Occupied,Off-Peak,0,20363.54,4,Cancelled
25-04-2022,Standard,288.99,Available,Off-Peak,0,16896.63,3,Completed
26-04-2022,Standard,133.52,Available,Peak,0,13610.01,5,Completed
26-04-2022,Standard,195.02,Occupied,Off-Peak,0,23619.42,3,Completed
26-04-2022,Deluxe,281.3,Occupied,Off-Peak,1,13655.46,5,Completed
26-04-2022,Standard,212.77,Occupied,Off-Peak,0,17788.93,5,Completed
26-04-2022,Standard,268.99,Available,Peak,0,14165.39,2,Completed
26-04-2022,Suite,302.43,Occupied,Off-Peak,0,23155.76,1,Completed
26-04-2022,Deluxe,409.67,Occupied,Off-Peak,0,15434.3,5,Completed
26-04-2022,Standard,278.22,Occupied,Off-Peak,0,15582.07,3,Completed
26-04-2022,Deluxe,380.44,Available,Peak,0,14300.65,1,Completed
26-04-2022,Deluxe,407.16,Occupied,Off-Peak,0,15982.56,3,Completed
26-04-2022,Standard,407.57,Occupied,Peak,0,20997.69,4,Completed
26-04-2022,Standard,321.36,Available,Peak,0,19229.22,4,Completed
26-04-2022,Suite,152.75,Occupied,Off-Peak,0,15140.38,5,Cancelled
26-04-2022,Standard,334.56,Available,Peak,0,23506.63,5,Cancelled
26-04-2022,Deluxe,378.63,Occupied,Off-Peak,0,19364.93,5,Completed
26-04-2022,Standard,293.92,Available,Off-Peak,1,12809.09,1,Completed
26-04-2022,Standard,430.84,Occupied,Peak,0,8098.26,4,Completed
26-04-2022,Standard,364.49,Available,Off-Peak,0,12924.93,2,Completed
26-04-2022,Standard,342.62,Occupied,Off-Peak,0,17066.74,2,Completed
26-04-2022,Standard,381.48,Available,Peak,0,17986,5,Completed
26-04-2022,Standard,325,Occupied,Off-Peak,0,21795.69,3,Completed
26-04-2022,Suite,113.04,Occupied,Peak,0,9527.27,5,Completed
26-04-2022,Suite,262.56,Available,Off-Peak,0,12804.22,1,Completed
26-04-2022,Deluxe,389.79,Occupied,Peak,0,9111.79,5,Cancelled
27-04-2022,Suite,239.43,Occupied,Peak,0,8306,2,Completed
27-04-2022,Standard,283.24,Occupied,Peak,0,11860.91,2,Completed
27-04-2022,Suite,221.64,Available,Off-Peak,0,16833.06,3,Completed
27-04-2022,Standard,433.79,Occupied,Off-Peak,0,18856.97,3,Completed
27-04-2022,Suite,426.11,Available,Off-Peak,0,10258.23,3,Completed
27-04-2022,Suite,233.71,Occupied,Peak,0,10953.62,5,Completed
27-04-2022,Deluxe,311.05,Occupied,Off-Peak,0,6100.88,4,Completed
27-04-2022,Suite,248.96,Occupied,Peak,1,16071.76,3,Completed
27-04-2022,Deluxe,346.12,Occupied,Peak,0,11339.31,2,Completed
27-04-2022,Standard,338.23,Occupied,Off-Peak,0,23315.16,3,Completed
27-04-2022,Standard,360.88,Occupied,Peak,0,17049.04,3,Completed
27-04-2022,Deluxe,324.89,Occupied,Peak,0,14142.77,4,Completed
27-04-2022,Standard,520.16,Available,Off-Peak,1,11794.44,3,Completed
27-04-2022,Deluxe,222.91,Occupied,Off-Peak,0,7526.65,4,Completed
27-04-2022,Suite,171.7,Occupied,Peak,0,8160.64,1,Completed
27-04-2022,Standard,270.52,Occupied,Peak,0,11889.3,4,Completed
27-04-2022,Deluxe,182.4,Occupied,Peak,0,11505.49,4,Completed
27-04-2022,Suite,188.07,Occupied,Off-Peak,0,10004.14,2,Completed
27-04-2022,Suite,224.9,Occupied,Off-Peak,0,16885.47,5,Completed
27-04-2022,Suite,230.84,Available,Off-Peak,0,17571.33,4,Completed
27-04-2022,Deluxe,228.4,Occupied,Off-Peak,0,12706.84,4,Completed
27-04-2022,Suite,338.87,Occupied,Off-Peak,0,24675.76,3,Completed
27-04-2022,Deluxe,262.04,Occupied,Off-Peak,0,6266.35,5,Cancelled
27-04-2022,Standard,286.54,Occupied,Peak,1,15290.82,4,Cancelled
28-04-2022,Standard,367.07,Occupied,Peak,0,13907.1,3,Cancelled
28-04-2022,Deluxe,242.53,Occupied,Off-Peak,1,12246.5,2,Cancelled
28-04-2022,Standard,280.16,Occupied,Peak,0,11511.69,1,Completed
28-04-2022,Deluxe,327.43,Occupied,Off-Peak,0,14965.2,2,Completed
28-04-2022,Deluxe,154.38,Available,Peak,0,13872.36,5,Cancelled
28-04-2022,Standard,121.13,Occupied,Off-Peak,0,13040.62,3,Completed
28-04-2022,Deluxe,325.96,Occupied,Peak,0,8506.4,5,Completed
28-04-2022,Deluxe,336.9,Occupied,Peak,0,6909.44,2,Cancelled
28-04-2022,Standard,454.82,Occupied,Off-Peak,0,13557.42,3,Completed
28-04-2022,Standard,311.86,Occupied,Off-Peak,0,12989.52,5,Completed
28-04-2022,Standard,361.48,Occupied,Off-Peak,0,14014.82,1,Cancelled
28-04-2022,Standard,285.34,Available,Off-Peak,1,14456.89,4,Cancelled
28-04-2022,Suite,322.29,Occupied,Off-Peak,0,12387.49,5,Completed
28-04-2022,Standard,425.04,Occupied,Off-Peak,0,13937.96,5,Completed
28-04-2022,Deluxe,140.7,Occupied,Peak,0,10732.36,5,Completed
28-04-2022,Standard,331.02,Occupied,Peak,0,22619.73,5,Completed
28-04-2022,Standard,460.17,Occupied,Peak,0,11001.3,4,Completed
28-04-2022,Suite,321.15,Occupied,Off-Peak,0,13145.1,2,Completed
28-04-2022,Deluxe,423.79,Occupied,Peak,0,11381.06,4,Completed
28-04-2022,Standard,252.81,Occupied,Off-Peak,0,11297.09,5,Completed
28-04-2022,Standard,297.6,Occupied,Off-Peak,0,15123.21,4,Completed
28-04-2022,Standard,302.51,Available,Off-Peak,0,14488.83,3,Cancelled
28-04-2022,Standard,133.68,Occupied,Peak,0,12702.7,4,Completed
28-04-2022,Deluxe,212.39,Occupied,Peak,0,13582.62,4,Completed
29-04-2022,Standard,217.73,Available,Off-Peak,0,11400.93,2,Completed
29-04-2022,Standard,361.65,Available,Peak,0,17008.63,4,Completed
29-04-2022,Standard,365.41,Available,Peak,0,25275.96,4,Cancelled
29-04-2022,Suite,324.3,Occupied,Peak,0,10625.79,4,Cancelled
29-04-2022,Suite,361.81,Available,Peak,1,16969.82,3,Completed
29-04-2022,Standard,287.69,Occupied,Peak,0,15224.74,2,Completed
29-04-2022,Deluxe,390.14,Occupied,Off-Peak,1,18343.15,4,Completed
29-04-2022,Standard,300.66,Occupied,Off-Peak,1,18483.96,4,Cancelled
29-04-2022,Standard,304.34,Available,Off-Peak,0,16027.06,3,Completed
29-04-2022,Deluxe,280.08,Occupied,Peak,0,14800.9,3,Completed
29-04-2022,Suite,351.33,Occupied,Off-Peak,0,12827.75,3,Completed
29-04-2022,Suite,268.41,Occupied,Off-Peak,0,11175.2,3,Completed
29-04-2022,Deluxe,373.23,Occupied,Peak,1,14515.77,5,Completed
29-04-2022,Standard,215.09,Available,Peak,0,8577.06,4,Completed
29-04-2022,Deluxe,217.58,Occupied,Peak,1,12030.72,5,Completed
29-04-2022,Standard,351.56,Occupied,Off-Peak,0,20534.27,4,Completed
29-04-2022,Deluxe,293.36,Available,Off-Peak,0,15492.56,4,Completed
29-04-2022,Standard,265.96,Occupied,Off-Peak,0,19463.32,2,Completed
29-04-2022,Deluxe,366.75,Occupied,Peak,0,22348.22,4,Completed
29-04-2022,Standard,254.46,Available,Off-Peak,0,14114.85,3,Completed
29-04-2022,Standard,284.98,Available,Peak,0,16036.63,4,Completed
29-04-2022,Suite,404.94,Available,Peak,1,13490.77,3,Completed
29-04-2022,Standard,415.44,Occupied,Off-Peak,0,10936.97,2,Completed
29-04-2022,Deluxe,417.93,Occupied,Peak,1,10235.16,2,Cancelled
30-04-2022,Standard,278.84,Occupied,Off-Peak,1,19215.75,5,Completed
30-04-2022,Standard,392.3,Occupied,Off-Peak,0,16043.14,3,Completed
30-04-2022,Standard,228.83,Occupied,Off-Peak,0,24233.02,3,Completed
30-04-2022,Standard,231.98,Occupied,Peak,0,19860.26,5,Completed
30-04-2022,Suite,123.72,Available,Off-Peak,0,11343.94,4,Completed
30-04-2022,Standard,425.47,Occupied,Off-Peak,0,19201.71,2,Completed
30-04-2022,Suite,235.2,Occupied,Off-Peak,0,13474.62,2,Cancelled
30-04-2022,Deluxe,290.51,Occupied,Off-Peak,1,21084.3,3,Completed
30-04-2022,Standard,231.73,Occupied,Off-Peak,0,12568.33,4,Completed
30-04-2022,Deluxe,352.14,Available,Off-Peak,0,9737.87,4,Completed
30-04-2022,Deluxe,271.83,Occupied,Peak,0,11021.22,3,Completed
30-04-2022,Deluxe,202.14,Occupied,Off-Peak,0,11276.68,5,Completed
30-04-2022,Standard,333.12,Occupied,Off-Peak,0,10798.74,2,Cancelled
30-04-2022,Standard,192.47,Occupied,Off-Peak,0,12136.96,2,Completed
30-04-2022,Suite,237.19,Occupied,Off-Peak,0,19283.46,5,Completed
30-04-2022,Suite,141.98,Available,Peak,0,23980.22,2,Cancelled
30-04-2022,Suite,193.2,Occupied,Off-Peak,1,8349.05,5,Completed
30-04-2022,Standard,313.39,Occupied,Off-Peak,0,21317.57,4,Completed
30-04-2022,Deluxe,152.66,Occupied,Peak,0,12611.48,1,Cancelled
30-04-2022,Standard,188.91,Available,Peak,0,16739.41,3,Cancelled
30-04-2022,Standard,299.82,Available,Off-Peak,0,6729.27,4,Completed
30-04-2022,Standard,259.23,Occupied,Peak,1,17620.18,5,Completed
30-04-2022,Deluxe,449.4,Occupied,Peak,0,4973.44,3,Completed
30-04-2022,Standard,437.54,Available,Peak,0,16569.68,3,Completed
01-05-2022,Standard,234.91,Available,Off-Peak,1,16286.28,2,Completed
01-05-2022,Suite,341.79,Available,Peak,0,15955.04,4,Completed
01-05-2022,Standard,356.2,Available,Off-Peak,0,11325.45,2,Completed
01-05-2022,Standard,255.19,Occupied,Off-Peak,0,17747.63,1,Completed
01-05-2022,Standard,187.83,Occupied,Off-Peak,0,16955.41,5,Completed
01-05-2022,Suite,299.08,Available,Off-Peak,0,13950.24,3,Completed
01-05-2022,Deluxe,287.04,Available,Off-Peak,0,18359.25,2,Completed
01-05-2022,Standard,267.32,Occupied,Off-Peak,0,14521.98,4,Completed
01-05-2022,Suite,333.17,Occupied,Peak,0,17643.89,5,Completed
01-05-2022,Suite,243.7,Available,Off-Peak,1,14370.6,1,Completed
01-05-2022,Standard,213.6,Occupied,Off-Peak,0,16083.51,2,Completed
01-05-2022,Deluxe,308.18,Available,Peak,0,17873.61,1,Cancelled
01-05-2022,Deluxe,328.95,Occupied,Off-Peak,1,13010.44,1,Completed
01-05-2022,Deluxe,211.75,Occupied,Peak,0,8830.82,4,Completed
01-05-2022,Standard,369.61,Occupied,Off-Peak,0,16380.4,4,Completed
01-05-2022,Suite,167.21,Occupied,Peak,0,20946.96,4,Completed
01-05-2022,Deluxe,256.64,Occupied,Off-Peak,1,16495.75,4,Completed
01-05-2022,Standard,280.65,Occupied,Peak,1,16590.71,5,Completed
01-05-2022,Standard,252.28,Available,Peak,0,14789.12,4,Completed
01-05-2022,Standard,257.62,Available,Off-Peak,1,18695.59,5,Completed
01-05-2022,Standard,440.33,Occupied,Off-Peak,0,14070.32,3,Completed
01-05-2022,Deluxe,236.18,Occupied,Off-Peak,1,12730.51,4,Completed
01-05-2022,Standard,483.09,Occupied,Peak,0,20526.49,3,Completed
01-05-2022,Standard,332.78,Occupied,Peak,0,12347.31,3,Completed
02-05-2022,Deluxe,306.9,Occupied,Off-Peak,0,19447.35,5,Completed
02-05-2022,Standard,335.72,Occupied,Off-Peak,0,20529.68,2,Cancelled
02-05-2022,Suite,489.74,Occupied,Peak,0,17834.08,4,Completed
02-05-2022,Standard,225.48,Occupied,Off-Peak,0,8753.82,4,Completed
02-05-2022,Standard,215.97,Occupied,Peak,0,15135.77,4,Completed
02-05-2022,Standard,243.39,Available,Peak,0,13990,4,Completed
02-05-2022,Standard,302.41,Occupied,Peak,0,12520,3,Completed
02-05-2022,Standard,170.57,Available,Off-Peak,0,15713.76,3,Completed
02-05-2022,Deluxe,301.68,Available,Off-Peak,0,18846.03,5,Completed
02-05-2022,Suite,427.02,Available,Off-Peak,1,12707.24,3,Cancelled
02-05-2022,Standard,311.36,Available,Off-Peak,0,14143.09,4,Cancelled
02-05-2022,Deluxe,278.05,Occupied,Peak,0,13794.71,1,Completed
02-05-2022,Deluxe,253.64,Occupied,Off-Peak,1,20819.36,2,Completed
02-05-2022,Suite,367.39,Occupied,Off-Peak,0,13714.5,3,Cancelled
02-05-2022,Standard,238.06,Available,Off-Peak,0,8827.97,4,Cancelled
02-05-2022,Standard,438.48,Available,Peak,0,7132.83,3,Cancelled
02-05-2022,Standard,445,Available,Off-Peak,0,16813.65,1,Completed
02-05-2022,Deluxe,319.26,Occupied,Off-Peak,0,11196.59,2,Cancelled
02-05-2022,Suite,299.14,Available,Off-Peak,0,18343.62,3,Completed
02-05-2022,Standard,377.3,Occupied,Off-Peak,0,8343.9,2,Completed
02-05-2022,Standard,382.11,Occupied,Off-Peak,0,12305.44,2,Completed
02-05-2022,Suite,239.55,Available,Peak,0,8347.16,4,Completed
02-05-2022,Suite,260.51,Occupied,Off-Peak,0,17173.05,3,Completed
02-05-2022,Suite,200.82,Available,Off-Peak,0,18244.24,3,Cancelled
03-05-2022,Deluxe,330.68,Occupied,Off-Peak,0,16693.13,5,Completed
03-05-2022,Standard,350,Available,Off-Peak,1,9570.32,3,Completed
03-05-2022,Deluxe,198.76,Occupied,Peak,0,11271.18,5,Completed
03-05-2022,Deluxe,265.86,Available,Off-Peak,1,16171.57,3,Completed
03-05-2022,Standard,198.96,Available,Peak,0,6561.29,3,Cancelled
03-05-2022,Deluxe,232.59,Available,Peak,0,13794.33,3,Completed
03-05-2022,Deluxe,341.33,Occupied,Off-Peak,0,22584.53,4,Completed
03-05-2022,Standard,244.99,Available,Peak,0,14100.22,4,Completed
03-05-2022,Deluxe,277.44,Occupied,Peak,1,7557.28,2,Completed
03-05-2022,Deluxe,177.95,Occupied,Peak,0,11962.95,4,Completed
03-05-2022,Suite,314.02,Occupied,Off-Peak,0,11846.54,3,Cancelled
03-05-2022,Standard,296.68,Available,Off-Peak,0,25701.54,1,Completed
03-05-2022,Standard,245.33,Occupied,Peak,0,23328.4,4,Completed
03-05-2022,Deluxe,285.82,Available,Peak,0,18654.68,4,Cancelled
03-05-2022,Standard,313.52,Available,Off-Peak,1,13284.62,3,Completed
03-05-2022,Deluxe,238.88,Occupied,Off-Peak,0,21003.15,1,Completed
03-05-2022,Deluxe,189.28,Available,Peak,1,9332.7,5,Completed
03-05-2022,Standard,435.42,Occupied,Off-Peak,0,20382.88,5,Completed
03-05-2022,Deluxe,252.5,Available,Off-Peak,0,19639.87,1,Completed
03-05-2022,Deluxe,292.74,Occupied,Off-Peak,0,14243.27,5,Completed
03-05-2022,Standard,375.81,Occupied,Off-Peak,0,20695.93,3,Completed
03-05-2022,Suite,564.68,Occupied,Off-Peak,0,12763.89,5,Cancelled
03-05-2022,Suite,206.66,Occupied,Peak,0,8674.57,4,Completed
03-05-2022,Deluxe,333.74,Occupied,Peak,0,19889.83,5,Completed
04-05-2022,Deluxe,246.93,Occupied,Peak,0,14573.79,4,Cancelled
04-05-2022,Standard,259.59,Occupied,Off-Peak,0,18008.9,1,Completed
04-05-2022,Suite,245.98,Occupied,Off-Peak,0,24104.43,1,Cancelled
04-05-2022,Deluxe,215.58,Occupied,Off-Peak,0,11388.73,4,Completed
04-05-2022,Deluxe,296.9,Available,Peak,0,14283.1,2,Completed
04-05-2022,Suite,189.41,Occupied,Off-Peak,0,22848.17,3,Cancelled
04-05-2022,Standard,371.01,Available,Off-Peak,0,18343.66,5,Completed
04-05-2022,Suite,304.13,Occupied,Off-Peak,0,11501.09,3,Completed
04-05-2022,Standard,331.68,Occupied,Off-Peak,0,10224.91,3,Cancelled
04-05-2022,Standard,265.04,Occupied,Off-Peak,0,12359.6,3,Completed
04-05-2022,Standard,272.46,Occupied,Off-Peak,0,11307.93,4,Completed
04-05-2022,Suite,321.57,Occupied,Off-Peak,0,16186.74,2,Completed
04-05-2022,Suite,212.7,Occupied,Off-Peak,0,15392.17,3,Completed
04-05-2022,Deluxe,273.15,Available,Peak,0,16396.19,5,Completed
04-05-2022,Deluxe,235.53,Available,Off-Peak,0,10795.94,5,Cancelled
04-05-2022,Deluxe,233.21,Occupied,Off-Peak,0,14645.83,4,Cancelled
04-05-2022,Suite,141.76,Available,Off-Peak,0,4721.5,4,Completed
04-05-2022,Standard,400.45,Occupied,Off-Peak,0,15725.03,3,Completed
04-05-2022,Standard,248.51,Occupied,Off-Peak,0,20877.2,4,Completed
04-05-2022,Standard,387.25,Occupied,Off-Peak,0,7876.27,3,Completed
04-05-2022,Deluxe,380.16,Available,Off-Peak,0,17417.14,2,Cancelled
04-05-2022,Deluxe,203.55,Available,Peak,0,11944.93,3,Completed
04-05-2022,Standard,218.37,Available,Off-Peak,0,19012.51,2,Completed
04-05-2022,Standard,492.04,Occupied,Off-Peak,0,15793.24,3,Completed
05-05-2022,Suite,431.32,Occupied,Peak,0,17023.52,3,Completed
05-05-2022,Standard,297.64,Available,Off-Peak,0,15324.12,4,Cancelled
05-05-2022,Deluxe,319.3,Occupied,Off-Peak,1,21641.66,3,Completed
05-05-2022,Suite,252.69,Occupied,Off-Peak,0,16737.05,4,Completed
05-05-2022,Standard,332.43,Occupied,Off-Peak,1,11472.88,4,Cancelled
05-05-2022,Standard,246.21,Occupied,Peak,0,15493.58,5,Completed
05-05-2022,Deluxe,147.57,Occupied,Off-Peak,0,13155.59,1,Completed
05-05-2022,Suite,200.88,Occupied,Off-Peak,0,15812,4,Completed
05-05-2022,Deluxe,301.58,Occupied,Peak,0,12901.15,4,Completed
05-05-2022,Suite,215.17,Occupied,Peak,0,11615.95,5,Completed
05-05-2022,Standard,294.95,Occupied,Off-Peak,0,15996.36,3,Completed
05-05-2022,Deluxe,219.4,Occupied,Off-Peak,0,15278.95,3,Completed
05-05-2022,Deluxe,241.32,Occupied,Off-Peak,0,20319.78,2,Completed
05-05-2022,Suite,363.99,Occupied,Off-Peak,0,12925.22,3,Completed
05-05-2022,Standard,318.56,Occupied,Peak,0,5095.73,4,Cancelled
05-05-2022,Suite,299.28,Occupied,Peak,0,13180.65,5,Cancelled
05-05-2022,Deluxe,365.92,Available,Peak,0,6867.85,3,Cancelled
05-05-2022,Standard,336.05,Available,Off-Peak,0,17078.36,2,Cancelled
05-05-2022,Standard,408.49,Occupied,Peak,0,6630.51,3,Completed
05-05-2022,Suite,265.51,Occupied,Off-Peak,0,10058.14,2,Completed
05-05-2022,Standard,267.78,Available,Off-Peak,0,13188.33,5,Completed
05-05-2022,Standard,202.42,Occupied,Off-Peak,0,22719.75,5,Completed
05-05-2022,Standard,267.83,Occupied,Off-Peak,0,9635.55,3,Completed
05-05-2022,Suite,372.36,Occupied,Off-Peak,0,15062.02,2,Completed
06-05-2022,Deluxe,397.5,Occupied,Peak,0,17899.88,5,Completed
06-05-2022,Deluxe,372.02,Occupied,Peak,0,22420.3,1,Cancelled
06-05-2022,Standard,165.44,Available,Peak,0,18888.97,4,Cancelled
06-05-2022,Deluxe,381.24,Available,Off-Peak,1,20469.53,5,Completed
06-05-2022,Deluxe,162.11,Occupied,Peak,0,19321.54,4,Completed
06-05-2022,Suite,367.36,Occupied,Off-Peak,0,8954.39,1,Cancelled
06-05-2022,Suite,272.42,Occupied,Peak,0,16798.46,2,Completed
06-05-2022,Standard,352.69,Occupied,Peak,0,19243.3,5,Completed
06-05-2022,Deluxe,200.07,Occupied,Peak,0,10217.5,1,Cancelled
06-05-2022,Standard,387.84,Occupied,Off-Peak,0,12101.2,3,Completed
06-05-2022,Deluxe,190.13,Occupied,Off-Peak,0,10984.04,4,Completed
06-05-2022,Standard,249.87,Occupied,Off-Peak,0,18863.11,5,Completed
06-05-2022,Standard,225.14,Occupied,Off-Peak,0,14653.59,3,Completed
06-05-2022,Standard,168.43,Available,Off-Peak,0,13395.77,2,Cancelled
06-05-2022,Deluxe,307.09,Occupied,Off-Peak,0,8591.65,4,Cancelled
06-05-2022,Standard,435.46,Available,Off-Peak,0,14663.03,3,Cancelled
06-05-2022,Deluxe,500.02,Occupied,Off-Peak,0,12162.06,3,Cancelled
06-05-2022,Standard,307.29,Occupied,Off-Peak,0,16216.7,5,Completed
06-05-2022,Standard,383.75,Occupied,Off-Peak,0,9285.16,2,Completed
06-05-2022,Deluxe,317.41,Occupied,Off-Peak,0,15889.53,1,Completed
06-05-2022,Standard,337.42,Occupied,Off-Peak,0,12805.25,3,Completed
06-05-2022,Standard,274.34,Available,Off-Peak,0,8753.52,3,Completed
06-05-2022,Deluxe,314.63,Available,Peak,0,8363.58,4,Cancelled
06-05-2022,Standard,340.31,Occupied,Off-Peak,0,9114.9,4,Completed
07-05-2022,Standard,256.62,Occupied,Peak,1,13968,4,Completed
07-05-2022,Standard,294.19,Occupied,Off-Peak,0,15604.98,4,Completed
07-05-2022,Suite,295.62,Occupied,Off-Peak,0,16349.12,4,Completed
07-05-2022,Deluxe,361.98,Occupied,Off-Peak,0,16537.76,3,Completed
07-05-2022,Deluxe,220.05,Occupied,Peak,0,11207.38,3,Cancelled
07-05-2022,Deluxe,296.13,Occupied,Peak,0,20292.01,4,Completed
07-05-2022,Standard,443.4,Occupied,Peak,0,12788.87,1,Completed
07-05-2022,Standard,387.3,Occupied,Peak,0,17250.75,3,Completed
07-05-2022,Deluxe,401.19,Occupied,Off-Peak,0,14179.22,3,Completed
07-05-2022,Standard,301.83,Occupied,Off-Peak,1,16878.11,4,Completed
07-05-2022,Standard,324.07,Available,Off-Peak,0,13928.36,3,Completed
07-05-2022,Standard,375.17,Occupied,Off-Peak,0,16968.17,4,Cancelled
07-05-2022,Standard,417.02,Available,Peak,0,14963.06,3,Completed
07-05-2022,Suite,153.63,Available,Peak,0,19069.2,5,Completed
07-05-2022,Standard,201.34,Available,Peak,0,10906.57,3,Cancelled
07-05-2022,Deluxe,398.21,Available,Off-Peak,0,6150.54,4,Completed
07-05-2022,Standard,279.23,Occupied,Off-Peak,0,10133.21,1,Completed
07-05-2022,Suite,249.62,Available,Off-Peak,0,20344.59,3,Completed
07-05-2022,Standard,205.94,Occupied,Peak,0,14227.21,5,Completed
07-05-2022,Standard,258.37,Occupied,Peak,0,15460.31,3,Cancelled
07-05-2022,Deluxe,194.82,Available,Off-Peak,0,9731.82,3,Completed
07-05-2022,Deluxe,456.83,Available,Peak,0,15327.77,4,Completed
07-05-2022,Standard,298.32,Available,Off-Peak,0,9885.94,1,Completed
07-05-2022,Standard,295.65,Available,Peak,0,10621.09,4,Completed
08-05-2022,Standard,344.11,Available,Peak,0,12987.58,3,Completed
08-05-2022,Standard,372.18,Available,Off-Peak,0,17225.49,3,Completed
08-05-2022,Standard,370.94,Available,Peak,0,17759.24,4,Cancelled
08-05-2022,Standard,380.52,Occupied,Off-Peak,0,17895.22,4,Completed
08-05-2022,Standard,252.69,Available,Off-Peak,1,7059.58,3,Completed
08-05-2022,Standard,277.66,Available,Off-Peak,0,14966.68,4,Completed
08-05-2022,Deluxe,357.68,Available,Off-Peak,0,14016.09,4,Completed
08-05-2022,Suite,260.45,Occupied,Off-Peak,0,7339.09,4,Completed
08-05-2022,Deluxe,299.62,Occupied,Peak,0,15079.92,2,Completed
08-05-2022,Standard,329.91,Occupied,Off-Peak,0,13747.86,3,Completed
08-05-2022,Standard,358.89,Available,Off-Peak,0,17557.63,3,Completed
08-05-2022,Suite,166.67,Occupied,Peak,1,15406.24,2,Completed
08-05-2022,Standard,353.61,Occupied,Off-Peak,0,12253.4,1,Completed
08-05-2022,Standard,282.47,Occupied,Off-Peak,0,19628.81,2,Cancelled
08-05-2022,Deluxe,353.06,Available,Off-Peak,0,3893.83,5,Completed
08-05-2022,Deluxe,358.27,Available,Off-Peak,0,14678.67,4,Cancelled
08-05-2022,Deluxe,420.59,Available,Off-Peak,0,6183.75,3,Completed
08-05-2022,Standard,401.51,Occupied,Off-Peak,1,10439.03,4,Cancelled
08-05-2022,Standard,400.99,Occupied,Off-Peak,1,17624.07,4,Completed
08-05-2022,Suite,408.28,Occupied,Off-Peak,1,8629.01,3,Completed
08-05-2022,Standard,321.85,Occupied,Off-Peak,0,7881.41,3,Completed
08-05-2022,Deluxe,302.41,Available,Off-Peak,0,26909.72,1,Completed
08-05-2022,Deluxe,365.46,Occupied,Peak,0,8203.55,4,Cancelled
08-05-2022,Deluxe,354.91,Occupied,Off-Peak,0,23252.6,3,Completed
09-05-2022,Standard,276.82,Occupied,Off-Peak,0,14138.99,3,Cancelled
09-05-2022,Standard,330.36,Occupied,Off-Peak,0,12375.85,3,Cancelled
09-05-2022,Deluxe,297.37,Available,Off-Peak,0,17833.93,4,Completed
09-05-2022,Suite,235.96,Occupied,Off-Peak,0,21682.97,4,Completed
09-05-2022,Suite,396.78,Available,Peak,0,9269.66,3,Cancelled
09-05-2022,Standard,304.14,Occupied,Peak,1,12448.75,1,Completed
09-05-2022,Standard,453.65,Occupied,Off-Peak,0,19234.35,4,Cancelled
09-05-2022,Suite,178.09,Occupied,Off-Peak,0,16439.97,5,Completed
09-05-2022,Deluxe,258.24,Occupied,Off-Peak,0,20509.59,4,Completed
09-05-2022,Suite,302.45,Available,Off-Peak,0,17575.56,5,Completed
09-05-2022,Standard,385.3,Occupied,Off-Peak,0,24041.12,2,Completed
09-05-2022,Deluxe,329.96,Occupied,Peak,1,15892.94,2,Completed
09-05-2022,Deluxe,323.29,Occupied,Peak,1,16109.06,4,Completed
09-05-2022,Deluxe,215.46,Occupied,Peak,1,16608.61,2,Completed
09-05-2022,Standard,213.23,Available,Off-Peak,0,14287.56,1,Completed
09-05-2022,Standard,324.19,Occupied,Peak,0,19240.44,3,Completed
09-05-2022,Deluxe,197.69,Occupied,Off-Peak,0,16185.21,3,Completed
09-05-2022,Standard,260.11,Available,Peak,0,18940.9,3,Completed
09-05-2022,Standard,337.57,Occupied,Off-Peak,0,19722.5,5,Completed
09-05-2022,Suite,226.33,Occupied,Peak,0,17142.27,2,Completed
09-05-2022,Standard,420.4,Occupied,Off-Peak,0,17508.58,2,Completed
09-05-2022,Suite,391.8,Occupied,Off-Peak,0,9948.35,2,Completed
09-05-2022,Standard,182.14,Available,Peak,0,12248.23,5,Cancelled
09-05-2022,Deluxe,230.07,Occupied,Off-Peak,0,19216.92,4,Completed
10-05-2022,Suite,128.57,Available,Peak,1,22118.16,2,Completed
